"rt","stimulus","key_press","trial_type","trial_index","time_elapsed","internal_node_id","test_part","pair","pair_validity","trial_validity","pair_trials_per_block","pair_best_choice","reward_type","correct_response","stim_left","stim_right","stim_best_choice","subjectkey","src_subject_id","site","interview_date","interview_age","sex","trial","block","accuracy","stim_feedback","stim_set","reward_set","reward_tally"
"1438.0000000819564","<img src='stim/a/Field15.bmp'><img style='width:200px; height:200px; margin-bottom: 0px;' src='stim/fixation.png'><img src='stim/a/Field16.bmp'>","49","html-keyboard-response","23","18835","0.0-7.0-1.5","training","gh","0.8","valid","10","g","avoid:lose","49","Field15.bmp","Field16.bmp","Field15.bmp","GUID","1","00","10/09/2020","","","6","1","1","keep_points.png","A","points","-1"
"null","<img style='border: 5px solid #808080;' src='stim/a/Field15.bmp'><img style='width:150px; height:150px; padding-right: 50px; padding-left: 50px; margin-bottom: 50px;' src='stim/keep_points.png'><img style='border: 5px solid #ffffff;  padding-left:15px;' src='stim/a/Field16.bmp'>","null","html-keyboard-response","24","19848","0.0-7.0-2.5","","","","","","","","","","","","","","","","","","","","","","","",""
"null","<img style='width:200px; height:200px; margin-left: 95px; margin-right: 95px;' src='stim/fixation.png'>","null","html-keyboard-response","25","20878","0.0-7.0-0.6","","","","","","","","","","","","","","","","","","","","","","","",""
"1100.0000000931323","<img src='stim/a/Field9.bmp'><img style='width:200px; height:200px; margin-bottom: 0px;' src='stim/fixation.png'><img src='stim/a/Field12.bmp'>","49","html-keyboard-response","26","21986","0.0-7.0-1.6","training","ef","0.9","valid","10","e","avoid:lose","49","Field9.bmp","Field12.bmp","Field9.bmp","GUID","1","00","10/09/2020","","","7","1","1","keep_points.png","A","points","-1"
"null","<img style='border: 5px solid #808080;' src='stim/a/Field9.bmp'><img style='width:150px; height:150px; padding-right: 50px; padding-left: 50px; margin-bottom: 50px;' src='stim/keep_points.png'><img style='border: 5px solid #ffffff;  padding-left:15px;' src='stim/a/Field12.bmp'>","null","html-keyboard-response","27","22993","0.0-7.0-2.6","","","","","","","","","","","","","","","","","","","","","","","",""
"null","<img style='width:200px; height:200px; margin-left: 95px; margin-right: 95px;' src='stim/fixation.png'>","null","html-keyboard-response","28","24001","0.0-7.0-0.7","","","","","","","","","","","","","","","","","","","","","","","",""
"1192.9999999701977","<img src='stim/a/Field14.bmp'><img style='width:200px; height:200px; margin-bottom: 0px;' src='stim/fixation.png'><img src='stim/a/Field11.bmp'>","49","html-keyboard-response","29","25201","0.0-7.0-1.7","training","cd","0.8","valid","10","c","win:stay","49","Field14.bmp","Field11.bmp","Field14.bmp","GUID","1","00","10/09/2020","","","8","1","1","winpoints.bmp","A","points","0"
"null","<img style='border: 5px solid #808080;' src='stim/a/Field14.bmp'><img style='width:150px; height:150px; padding-right: 50px; padding-left: 50px; margin-bottom: 50px;' src='stim/winpoints.bmp'><img style='border: 5px solid #ffffff;  padding-left:15px;' src='stim/a/Field11.bmp'>","null","html-keyboard-response","30","26205","0.0-7.0-2.7","","","","","","","","","","","","","","","","","","","","","","","",""
"null","<img style='width:200px; height:200px; margin-left: 95px; margin-right: 95px;' src='stim/fixation.png'>","null","html-keyboard-response","31","27213","0.0-7.0-0.8","","","","","","","","","","","","","","","","","","","","","","","",""
"4081.0000002384186","<img src='stim/a/Field16.bmp'><img style='width:200px; height:200px; margin-bottom: 0px;' src='stim/fixation.png'><img src='stim/a/Field15.bmp'>","49","html-keyboard-response","32","31310","0.0-7.0-1.8","training","gh","0.8","invalid","10","g","avoid:lose","48","Field15.bmp","Field16.bmp","Field15.bmp","GUID","1","00","10/09/2020","","","9","1","0","keep_points.png","A","points","0"
"null","<img style='border: 5px solid #808080;' src='stim/a/Field16.bmp'><img style='width:150px; height:150px; padding-right: 50px; padding-left: 50px; margin-bottom: 50px;' src='stim/keep_points.png'><img style='border: 5px solid #ffffff;  padding-left:15px;' src='stim/a/Field15.bmp'>","null","html-keyboard-response","33","32315","0.0-7.0-2.8","","","","","","","","","","","","","","","","","","","","","","","",""
"null","<img style='width:200px; height:200px; margin-left: 95px; margin-right: 95px;' src='stim/fixation.png'>","null","html-keyboard-response","34","33318","0.0-7.0-0.9","","","","","","","","","","","","","","","","","","","","","","","",""
"3091.000000014901","<img src='stim/a/Field12.bmp'><img style='width:200px; height:200px; margin-bottom: 0px;' src='stim/fixation.png'><img src='stim/a/Field9.bmp'>","48","html-keyboard-response","35","36415","0.0-7.0-1.9","training","ef","0.9","valid","10","e","avoid:lose","48","Field12.bmp","Field9.bmp","Field9.bmp","GUID","1","00","10/09/2020","","","10","1","1","keep_points.png","A","points","0"
"null","<img style='border: 5px solid #ffffff; padding-right:15px;' src='stim/a/Field12.bmp'><img style='width:150px; height:150px; padding-right: 50px; padding-left: 50px; margin-bottom: 50px;' src='stim/keep_points.png'><img style='border: 5px solid #808080;'src='stim/a/Field9.bmp'>","null","html-keyboard-response","36","37421","0.0-7.0-2.9","","","","","","","","","","","","","","","","","","","","","","","",""
"null","<img style='width:200px; height:200px; margin-left: 95px; margin-right: 95px;' src='stim/fixation.png'>","null","html-keyboard-response","37","38427","0.0-7.0-0.10","","","","","","","","","","","","","","","","","","","","","","","",""
"1168.00000006333","<img src='stim/a/Field5.bmp'><img style='width:200px; height:200px; margin-bottom: 0px;' src='stim/fixation.png'><img src='stim/a/Field3.bmp'>","49","html-keyboard-response","38","39601","0.0-7.0-1.10","training","ab","0.9","valid","10","a","win:stay","48","Field5.bmp","Field3.bmp","Field3.bmp","GUID","1","00","10/09/2020","","","11","1","0","not_winner.png","A","points","0"
"null","<img style='border: 5px solid #808080;' src='stim/a/Field5.bmp'><img style='width:150px; height:150px; padding-right: 50px; padding-left: 50px; margin-bottom: 50px;' src='stim/not_winner.png'><img style='border: 5px solid #ffffff;  padding-left:15px;' src='stim/a/Field3.bmp'>","null","html-keyboard-response","39","40615","0.0-7.0-2.10","","","","","","","","","","","","","","","","","","","","","","","",""
"null","<img style='width:200px; height:200px; margin-left: 95px; margin-right: 95px;' src='stim/fixation.png'>","null","html-keyboard-response","40","41619","0.0-7.0-0.11","","","","","","","","","","","","","","","","","","","","","","","",""
"8907.000000122935","<img src='stim/a/Field14.bmp'><img style='width:200px; height:200px; margin-bottom: 0px;' src='stim/fixation.png'><img src='stim/a/Field11.bmp'>","48","html-keyboard-response","41","50537","0.0-7.0-1.11","training","cd","0.8","valid","10","c","win:stay","49","Field14.bmp","Field11.bmp","Field14.bmp","GUID","1","00","10/09/2020","","","12","1","0","not_winner.png","A","points","0"
"null","<img style='border: 5px solid #ffffff; padding-right:15px;' src='stim/a/Field14.bmp'><img style='width:150px; height:150px; padding-right: 50px; padding-left: 50px; margin-bottom: 50px;' src='stim/not_winner.png'><img style='border: 5px solid #808080;'src='stim/a/Field11.bmp'>","null","html-keyboard-response","42","51545","0.0-7.0-2.11","","","","","","","","","","","","","","","","","","","","","","","",""
"null","<img style='width:200px; height:200px; margin-left: 95px; margin-right: 95px;' src='stim/fixation.png'>","null","html-keyboard-response","43","52548","0.0-7.0-0.12","","","","","","","","","","","","","","","","","","","","","","","",""
"608.0000000074506","<img src='stim/a/Field14.bmp'><img style='width:200px; height:200px; margin-bottom: 0px;' src='stim/fixation.png'><img src='stim/a/Field11.bmp'>","48","html-keyboard-response","44","53165","0.0-7.0-1.12","training","cd","0.8","invalid","10","c","win:stay","49","Field14.bmp","Field11.bmp","Field14.bmp","GUID","1","00","10/09/2020","","","13","1","0","winpoints.bmp","A","points","1"
"null","<img style='border: 5px solid #ffffff; padding-right:15px;' src='stim/a/Field14.bmp'><img style='width:150px; height:150px; padding-right: 50px; padding-left: 50px; margin-bottom: 50px;' src='stim/winpoints.bmp'><img style='border: 5px solid #808080;'src='stim/a/Field11.bmp'>","null","html-keyboard-response","45","54171","0.0-7.0-2.12","","","","","","","","","","","","","","","","","","","","","","","",""
"null","<img style='width:200px; height:200px; margin-left: 95px; margin-right: 95px;' src='stim/fixation.png'>","null","html-keyboard-response","46","55174","0.0-7.0-0.13","","","","","","","","","","","","","","","","","","","","","","","",""
"946.9999996945262","<img src='stim/a/Field15.bmp'><img style='width:200px; height:200px; margin-bottom: 0px;' src='stim/fixation.png'><img src='stim/a/Field16.bmp'>","48","html-keyboard-response","47","56127","0.0-7.0-1.13","training","gh","0.8","valid","10","g","avoid:lose","49","Field15.bmp","Field16.bmp","Field15.bmp","GUID","1","00","10/09/2020","","","14","1","0","losepoints.bmp","A","points","0"
"null","<img style='border: 5px solid #ffffff; padding-right:15px;' src='stim/a/Field15.bmp'><img style='width:150px; height:150px; padding-right: 50px; padding-left: 50px; margin-bottom: 50px;' src='stim/losepoints.bmp'><img style='border: 5px solid #808080;'src='stim/a/Field16.bmp'>","null","html-keyboard-response","48","57131","0.0-7.0-2.13","","","","","","","","","","","","","","","","","","","","","","","",""
"null","<img style='width:200px; height:200px; margin-left: 95px; margin-right: 95px;' src='stim/fixation.png'>","null","html-keyboard-response","49","58137","0.0-7.0-0.14","","","","","","","","","","","","","","","","","","","","","","","",""
"2168.9999997615814","<img src='stim/a/Field3.bmp'><img style='width:200px; height:200px; margin-bottom: 0px;' src='stim/fixation.png'><img src='stim/a/Field5.bmp'>","49","html-keyboard-response","50","60334","0.0-7.0-1.14","training","ab","0.9","valid","10","a","win:stay","49","Field3.bmp","Field5.bmp","Field3.bmp","GUID","1","00","10/09/2020","","","15","1","1","winpoints.bmp","A","points","1"
"null","<img style='border: 5px solid #808080;' src='stim/a/Field3.bmp'><img style='width:150px; height:150px; padding-right: 50px; padding-left: 50px; margin-bottom: 50px;' src='stim/winpoints.bmp'><img style='border: 5px solid #ffffff;  padding-left:15px;' src='stim/a/Field5.bmp'>","null","html-keyboard-response","51","61342","0.0-7.0-2.14","","","","","","","","","","","","","","","","","","","","","","","",""
"null","<img style='width:200px; height:200px; margin-left: 95px; margin-right: 95px;' src='stim/fixation.png'>","null","html-keyboard-response","52","62346","0.0-7.0-0.15","","","","","","","","","","","","","","","","","","","","","","","",""
"321.9999996945262","<img src='stim/a/Field9.bmp'><img style='width:200px; height:200px; margin-bottom: 0px;' src='stim/fixation.png'><img src='stim/a/Field12.bmp'>","49","html-keyboard-response","53","62678","0.0-7.0-1.15","training","ef","0.9","valid","10","e","avoid:lose","49","Field9.bmp","Field12.bmp","Field9.bmp","GUID","1","00","10/09/2020","","","16","1","1","keep_points.png","A","points","1"
"null","<img style='border: 5px solid #808080;' src='stim/a/Field9.bmp'><img style='width:150px; height:150px; padding-right: 50px; padding-left: 50px; margin-bottom: 50px;' src='stim/keep_points.png'><img style='border: 5px solid #ffffff;  padding-left:15px;' src='stim/a/Field12.bmp'>","null","html-keyboard-response","54","63686","0.0-7.0-2.15","","","","","","","","","","","","","","","","","","","","","","","",""
"null","<img style='width:200px; height:200px; margin-left: 95px; margin-right: 95px;' src='stim/fixation.png'>","null","html-keyboard-response","55","64688","0.0-7.0-0.16","","","","","","","","","","","","","","","","","","","","","","","",""
"484.00000017136335","<img src='stim/a/Field15.bmp'><img style='width:200px; height:200px; margin-bottom: 0px;' src='stim/fixation.png'><img src='stim/a/Field16.bmp'>","49","html-keyboard-response","56","65181","0.0-7.0-1.16","training","gh","0.8","valid","10","g","avoid:lose","49","Field15.bmp","Field16.bmp","Field15.bmp","GUID","1","00","10/09/2020","","","17","1","1","keep_points.png","A","points","1"
"null","<img style='border: 5px solid #808080;' src='stim/a/Field15.bmp'><img style='width:150px; height:150px; padding-right: 50px; padding-left: 50px; margin-bottom: 50px;' src='stim/keep_points.png'><img style='border: 5px solid #ffffff;  padding-left:15px;' src='stim/a/Field16.bmp'>","null","html-keyboard-response","57","66195","0.0-7.0-2.16","","","","","","","","","","","","","","","","","","","","","","","",""
"null","<img style='width:200px; height:200px; margin-left: 95px; margin-right: 95px;' src='stim/fixation.png'>","null","html-keyboard-response","58","67196","0.0-7.0-0.17","","","","","","","","","","","","","","","","","","","","","","","",""
"451.9999995827675","<img src='stim/a/Field11.bmp'><img style='width:200px; height:200px; margin-bottom: 0px;' src='stim/fixation.png'><img src='stim/a/Field14.bmp'>","49","html-keyboard-response","59","67657","0.0-7.0-1.17","training","cd","0.8","valid","10","c","win:stay","48","Field11.bmp","Field14.bmp","Field14.bmp","GUID","1","00","10/09/2020","","","18","1","0","not_winner.png","A","points","1"
"null","<img style='border: 5px solid #808080;' src='stim/a/Field11.bmp'><img style='width:150px; height:150px; padding-right: 50px; padding-left: 50px; margin-bottom: 50px;' src='stim/not_winner.png'><img style='border: 5px solid #ffffff;  padding-left:15px;' src='stim/a/Field14.bmp'>","null","html-keyboard-response","60","68665","0.0-7.0-2.17","","","","","","","","","","","","","","","","","","","","","","","",""
"null","<img style='width:200px; height:200px; margin-left: 95px; margin-right: 95px;' src='stim/fixation.png'>","null","html-keyboard-response","61","69667","0.0-7.0-0.18","","","","","","","","","","","","","","","","","","","","","","","",""
"641.0000002942979","<img src='stim/a/Field3.bmp'><img style='width:200px; height:200px; margin-bottom: 0px;' src='stim/fixation.png'><img src='stim/a/Field5.bmp'>","49","html-keyboard-response","62","70321","0.0-7.0-1.18","training","ab","0.9","valid","10","a","win:stay","49","Field3.bmp","Field5.bmp","Field3.bmp","GUID","1","00","10/09/2020","","","19","1","1","winpoints.bmp","A","points","2"
"null","<img style='border: 5px solid #808080;' src='stim/a/Field3.bmp'><img style='width:150px; height:150px; padding-right: 50px; padding-left: 50px; margin-bottom: 50px;' src='stim/winpoints.bmp'><img style='border: 5px solid #ffffff;  padding-left:15px;' src='stim/a/Field5.bmp'>","null","html-keyboard-response","63","71333","0.0-7.0-2.18","","","","","","","","","","","","","","","","","","","","","","","",""
"null","<img style='width:200px; height:200px; margin-left: 95px; margin-right: 95px;' src='stim/fixation.png'>","null","html-keyboard-response","64","72335","0.0-7.0-0.19","","","","","","","","","","","","","","","","","","","","","","","",""
"918.0000000633299","<img src='stim/a/Field9.bmp'><img style='width:200px; height:200px; margin-bottom: 0px;' src='stim/fixation.png'><img src='stim/a/Field12.bmp'>","49","html-keyboard-response","65","73261","0.0-7.0-1.19","training","ef","0.9","valid","10","e","avoid:lose","49","Field9.bmp","Field12.bmp","Field9.bmp","GUID","1","00","10/09/2020","","","20","1","1","keep_points.png","A","points","2"
"null","<img style='border: 5px solid #808080;' src='stim/a/Field9.bmp'><img style='width:150px; height:150px; padding-right: 50px; padding-left: 50px; margin-bottom: 50px;' src='stim/keep_points.png'><img style='border: 5px solid #ffffff;  padding-left:15px;' src='stim/a/Field12.bmp'>","null","html-keyboard-response","66","74267","0.0-7.0-2.19","","","","","","","","","","","","","","","","","","","","","","","",""
"null","<img style='width:200px; height:200px; margin-left: 95px; margin-right: 95px;' src='stim/fixation.png'>","null","html-keyboard-response","67","75287","0.0-7.0-0.20","","","","","","","","","","","","","","","","","","","","","","","",""
"671.000000089407","<img src='stim/a/Field12.bmp'><img style='width:200px; height:200px; margin-bottom: 0px;' src='stim/fixation.png'><img src='stim/a/Field9.bmp'>","49","html-keyboard-response","68","75971","0.0-7.0-1.20","training","ef","0.9","valid","10","e","avoid:lose","48","Field12.bmp","Field9.bmp","Field9.bmp","GUID","1","00","10/09/2020","","","21","1","0","losepoints.bmp","A","points","1"
"null","<img style='border: 5px solid #808080;' src='stim/a/Field12.bmp'><img style='width:150px; height:150px; padding-right: 50px; padding-left: 50px; margin-bottom: 50px;' src='stim/losepoints.bmp'><img style='border: 5px solid #ffffff;  padding-left:15px;' src='stim/a/Field9.bmp'>","null","html-keyboard-response","69","76995","0.0-7.0-2.20","","","","","","","","","","","","","","","","","","","","","","","",""
"null","<img style='width:200px; height:200px; margin-left: 95px; margin-right: 95px;' src='stim/fixation.png'>","null","html-keyboard-response","70","77998","0.0-7.0-0.21","","","","","","","","","","","","","","","","","","","","","","","",""
"3597.9999997653067","<img src='stim/a/Field15.bmp'><img style='width:200px; height:200px; margin-bottom: 0px;' src='stim/fixation.png'><img src='stim/a/Field16.bmp'>","49","html-keyboard-response","71","81600","0.0-7.0-1.21","training","gh","0.8","valid","10","g","avoid:lose","49","Field15.bmp","Field16.bmp","Field15.bmp","GUID","1","00","10/09/2020","","","22","1","1","keep_points.png","A","points","1"
"null","<img style='border: 5px solid #808080;' src='stim/a/Field15.bmp'><img style='width:150px; height:150px; padding-right: 50px; padding-left: 50px; margin-bottom: 50px;' src='stim/keep_points.png'><img style='border: 5px solid #ffffff;  padding-left:15px;' src='stim/a/Field16.bmp'>","null","html-keyboard-response","72","82605","0.0-7.0-2.21","","","","","","","","","","","","","","","","","","","","","","","",""
"null","<img style='width:200px; height:200px; margin-left: 95px; margin-right: 95px;' src='stim/fixation.png'>","null","html-keyboard-response","73","83607","0.0-7.0-0.22","","","","","","","","","","","","","","","","","","","","","","","",""
"726.9999999552965","<img src='stim/a/Field11.bmp'><img style='width:200px; height:200px; margin-bottom: 0px;' src='stim/fixation.png'><img src='stim/a/Field14.bmp'>","49","html-keyboard-response","74","84341","0.0-7.0-1.22","training","cd","0.8","valid","10","c","win:stay","48","Field11.bmp","Field14.bmp","Field14.bmp","GUID","1","00","10/09/2020","","","23","1","0","not_winner.png","A","points","1"
"null","<img style='border: 5px solid #808080;' src='stim/a/Field11.bmp'><img style='width:150px; height:150px; padding-right: 50px; padding-left: 50px; margin-bottom: 50px;' src='stim/not_winner.png'><img style='border: 5px solid #ffffff;  padding-left:15px;' src='stim/a/Field14.bmp'>","null","html-keyboard-response","75","85349","0.0-7.0-2.22","","","","","","","","","","","","","","","","","","","","","","","",""
"null","<img style='width:200px; height:200px; margin-left: 95px; margin-right: 95px;' src='stim/fixation.png'>","null","html-keyboard-response","76","86357","0.0-7.0-0.23","","","","","","","","","","","","","","","","","","","","","","","",""
"744.9999996460974","<img src='stim/a/Field3.bmp'><img style='width:200px; height:200px; margin-bottom: 0px;' src='stim/fixation.png'><img src='stim/a/Field5.bmp'>","49","html-keyboard-response","77","87109","0.0-7.0-1.23","training","ab","0.9","valid","10","a","win:stay","49","Field3.bmp","Field5.bmp","Field3.bmp","GUID","1","00","10/09/2020","","","24","1","1","winpoints.bmp","A","points","2"
"null","<img style='border: 5px solid #808080;' src='stim/a/Field3.bmp'><img style='width:150px; height:150px; padding-right: 50px; padding-left: 50px; margin-bottom: 50px;' src='stim/winpoints.bmp'><img style='border: 5px solid #ffffff;  padding-left:15px;' src='stim/a/Field5.bmp'>","null","html-keyboard-response","78","88113","0.0-7.0-2.23","","","","","","","","","","","","","","","","","","","","","","","",""
"null","<img style='width:200px; height:200px; margin-left: 95px; margin-right: 95px;' src='stim/fixation.png'>","null","html-keyboard-response","79","89114","0.0-7.0-0.24","","","","","","","","","","","","","","","","","","","","","","","",""
"1003.000000026077","<img src='stim/a/Field12.bmp'><img style='width:200px; height:200px; margin-bottom: 0px;' src='stim/fixation.png'><img src='stim/a/Field9.bmp'>","49","html-keyboard-response","80","90124","0.0-7.0-1.24","training","ef","0.9","invalid","10","e","avoid:lose","48","Field12.bmp","Field9.bmp","Field9.bmp","GUID","1","00","10/09/2020","","","25","1","0","keep_points.png","A","points","2"
"null","<img style='border: 5px solid #808080;' src='stim/a/Field12.bmp'><img style='width:150px; height:150px; padding-right: 50px; padding-left: 50px; margin-bottom: 50px;' src='stim/keep_points.png'><img style='border: 5px solid #ffffff;  padding-left:15px;' src='stim/a/Field9.bmp'>","null","html-keyboard-response","81","91131","0.0-7.0-2.24","","","","","","","","","","","","","","","","","","","","","","","",""
"null","<img style='width:200px; height:200px; margin-left: 95px; margin-right: 95px;' src='stim/fixation.png'>","null","html-keyboard-response","82","92131","0.0-7.0-0.25","","","","","","","","","","","","","","","","","","","","","","","",""
"619.0000004135072","<img src='stim/a/Field16.bmp'><img style='width:200px; height:200px; margin-bottom: 0px;' src='stim/fixation.png'><img src='stim/a/Field15.bmp'>","49","html-keyboard-response","83","92756","0.0-7.0-1.25","training","gh","0.8","valid","10","g","avoid:lose","48","Field15.bmp","Field16.bmp","Field15.bmp","GUID","1","00","10/09/2020","","","26","1","0","losepoints.bmp","A","points","1"
